trans_id,transactions,customer_age
1695,"hamburger meat,pip fruit,other vegetables,butter,cream cheese ,mayonnaise,domestic eggs,pastry,rice,margarine,canned fruit,canned fish,coffee,tea,candles",66
1696,"other vegetables,whole milk,curd,spread cheese,curd cheese,rolls/buns,brown bread,Instant food products,coffee",72
1697,"nuts/prunes,rolls/buns,soda",80
1698,"ham,beef,other vegetables,newspapers",72
1699,"ham,rolls/buns",53
1700,"butter,bottled beer,liquor",55
1701,napkins,73
1702,"beef,root vegetables,margarine,bottled water,soda",29
1703,"frankfurter,hamburger meat",53
1704,"meat,citrus fruit,other vegetables,canned beer",57
1705,"whole milk,curd,mayonnaise,pastry,flour,canned fish,waffles",72
1706,"sausage,other vegetables,rolls/buns,soda",42
1707,"sausage,other vegetables",76
1708,"rolls/buns,soda",37
1709,"root vegetables,white bread,sugar,liquor",40
1710,"sausage,root vegetables,whole milk,butter,misc. beverages",55
1711,"sausage,root vegetables,other vegetables,whole milk,curd,yogurt,hard cheese,white bread",73
1712,"meat,pork,onions,salad dressing,domestic eggs,white bread,flour,salt,bottled beer",30
1713,"sausage,whole milk,yogurt,pastry,pudding powder,bottled water,soda,bottled beer,canned beer,male cosmetics,flower (seeds)",50
1714,citrus fruit,74
1715,"chocolate,candy",36
1716,coffee,35
1717,"sausage,tropical fruit,pip fruit,other vegetables,whole milk,curd,dessert,yogurt,whipped/sour cream,cream cheese ,brown bread,detergent",26
1718,"beef,citrus fruit,tropical fruit,pip fruit,dessert,cream cheese ,rolls/buns,chocolate",59
1719,"berries,other vegetables,butter milk,yogurt,sliced cheese,rolls/buns,soda",72
1720,"frozen meals,oil,bottled water,bottled beer,flower (seeds)",51
1721,"beef,herbs,whole milk",46
1722,"sausage,meat,root vegetables,other vegetables,whole milk,butter milk,yogurt,pastry,waffles",44
1723,rolls/buns,80
1724,"frankfurter,rolls/buns,fruit/vegetable juice",43
1725,"sausage,pork,whole milk,yogurt,rolls/buns,brown bread,napkins,shopping bags",56
1726,"pip fruit,whole milk,whipped/sour cream,baking powder",21
1727,"grapes,whole milk,baking powder,candles,photo/film",33
1728,chocolate marshmallow,54
1729,coffee,80
1730,"soda,white wine",77
1731,"bottled beer,liquor,red/blush wine",22
1732,"butter,cleaner",64
1733,"fruit/vegetable juice,nut snack",80
1734,"meat,specialty bar",26
1735,"pip fruit,butter,curd,chocolate",39
1736,"other vegetables,domestic eggs",42
1737,"frankfurter,white bread,pastry,dog food,soda,shopping bags",18
1738,long life bakery product,27
1739,"tropical fruit,whole milk,sliced cheese,mayonnaise,rolls/buns,mustard",64
1740,"whole milk,white bread,salty snack",69
1741,canned beer,76
1742,canned beer,28
1743,"other vegetables,whipped/sour cream,pastry,red/blush wine",39
1744,soda,68
1745,"rolls/buns,soda,specialty bar,candy,newspapers",66
1746,bags,75
1747,rolls/buns,73
1748,"dessert,frozen dessert",18
1749,canned beer,55
1750,"butter,domestic eggs,pasta,fruit/vegetable juice,newspapers",16
1751,"whole milk,butter,yogurt,frozen vegetables,domestic eggs,sugar",21
1752,canned beer,18
1753,coffee,41
1754,"chicken,hamburger meat,pip fruit,onions,other vegetables,whole milk,butter,yogurt,whipped/sour cream,white bread,long life bakery product,chocolate",76
1755,"soda,long life bakery product",60
1756,"beef,other vegetables,domestic eggs,pastry",54
1757,"spread cheese,pastry",72
1758,"citrus fruit,tropical fruit,other vegetables,pot plants",24
1759,canned beer,16
1760,"rolls/buns,soda",54
1761,"pip fruit,roll products ,pot plants",36
1762,pip fruit,70
1763,"whole milk,baking powder,bottled water,soda,cooking chocolate,candles",58
1764,chocolate,50
1765,"sausage,whole milk,rolls/buns,canned beer",66
1766,"pip fruit,whole milk",47
1767,"other vegetables,rolls/buns",72
1768,"dessert,sliced cheese,hard cheese,white bread,brown bread",67
1769,frankfurter,62
1770,"citrus fruit,other vegetables,butter,candy",17
1771,"citrus fruit,UHT-milk,napkins",25
1772,"pip fruit,curd,soda,bottled beer,softener,hygiene articles",71
1773,"tropical fruit,root vegetables,whole milk,curd,yogurt,frozen vegetables,domestic eggs",44
1774,"frankfurter,other vegetables,whole milk,yogurt,condensed milk,cream cheese ,rolls/buns,pastry",56
1775,"pip fruit,other vegetables,butter milk,frozen vegetables,brown bread,soups,sauces,fruit/vegetable juice,long life bakery product,cling film/bags",80
1776,canned beer,61
1777,"pork,citrus fruit,soda,canned beer,chocolate,hygiene articles",23
1778,"rolls/buns,newspapers",21
1779,canned beer,75
1780,"citrus fruit,tropical fruit,pip fruit,other vegetables",51
1781,"grapes,whole milk,white wine,dishes,newspapers",30
1782,tropical fruit,16
1783,"frozen fish,hygiene articles,shopping bags",23
1784,"tropical fruit,pastry,soda",75
1785,"beverages,pastry",16
1786,"sausage,pip fruit,whole milk,potato products",62
1787,whole milk,75
1788,"sausage,specialty cheese,misc. beverages,bottled beer",58
1789,"pork,white bread,pastry,shopping bags",78
1790,"whole milk,rolls/buns,newspapers",55
1791,"sausage,whole milk,dessert,spices,bottled beer",27
1792,"pastry,soda",35
1793,soda,39
1794,"tropical fruit,grapes,whole milk,canned fish,bottled water,fruit/vegetable juice",19
1795,"whole milk,bottled water,napkins",66
1796,canned beer,34
1797,"pip fruit,whole milk",16
1798,"turkey,citrus fruit,tropical fruit,pip fruit,berries,root vegetables,herbs,whole milk,butter,frozen vegetables,sauces,pickled vegetables,bottled water,rubbing alcohol,hygiene articles,napkins,flower (seeds)",48
1799,"yogurt,specialty chocolate,seasonal products",17
1800,"whipped/sour cream,baking powder",60
1801,"finished products,tropical fruit,bottled water,popcorn,shopping bags",63
1802,"sausage,mayonnaise,misc. beverages,candy",79
1803,"other vegetables,cream cheese ,rolls/buns",17
1804,newspapers,42
1805,white wine,35
1806,"sausage,meat,pip fruit,other vegetables,yogurt,rolls/buns,brown bread,bottled water,soda,fruit/vegetable juice,newspapers",38
1807,misc. beverages,77
1808,"yogurt,UHT-milk,soda,red/blush wine,waffles",58
1809,"beef,frozen fish,rolls/buns,margarine",18
1810,other vegetables,43
1811,photo/film,39
1812,tropical fruit,54
1813,"sausage,meat,tropical fruit,soda,hygiene articles",48
1814,"frankfurter,citrus fruit,rolls/buns,flour,long life bakery product",48
1815,"tropical fruit,pip fruit,root vegetables,whole milk,yogurt,rolls/buns,sweet spreads,cat food,pet care,hygiene articles,shopping bags",26
1816,"citrus fruit,UHT-milk,zwieback,bottled water,hygiene articles",74
1817,"pork,bottled water,bottled beer",49
1818,"soda,house keeping products",18
1819,whole milk,46
1820,cookware,53
1821,"butter,rolls/buns,newspapers",67
1822,"frozen vegetables,sugar,coffee",60
1823,"chicken,dessert,yogurt,frozen vegetables,domestic eggs,salt,pasta,specialty fat,bottled water,newspapers",74
1824,"frankfurter,root vegetables,whole milk,butter milk,whipped/sour cream,rolls/buns,pastry,vinegar,coffee,bottled water,dish cleaner,female sanitary products",35
1825,"tropical fruit,yogurt,processed cheese,rolls/buns,bottled water,soda,misc. beverages,female sanitary products",53
1826,"root vegetables,whole milk,domestic eggs",69
1827,"meat,citrus fruit,pip fruit,curd,yogurt,whipped/sour cream,domestic eggs,pastry,flour,fruit/vegetable juice,bottled beer,salty snack,chocolate,cooking chocolate,hygiene articles,napkins,shopping bags",56
1828,hamburger meat,41
1829,"tropical fruit,napkins",19
1830,whole milk,38
1831,"whole milk,dessert,rolls/buns,pastry,newspapers",32
1832,"hamburger meat,citrus fruit,butter,frozen vegetables,pasta,sweet spreads,coffee",70
1833,"frankfurter,sausage,curd,whipped/sour cream,frozen vegetables,jam,long life bakery product,candy",77
1834,"soda,canned beer",33
1835,"whipped/sour cream,rice,popcorn",69
1836,"whole milk,butter,yogurt,frozen meals,bottled water,bottled beer,canned beer,chocolate,flower (seeds)",51
1837,"citrus fruit,root vegetables,other vegetables,salt,bottled water,chewing gum",75
1838,"pip fruit,coffee",42
1839,"root vegetables,butter milk,frozen vegetables,pastry,dish cleaner,hygiene articles,napkins",25
1840,"pip fruit,root vegetables,zwieback,fruit/vegetable juice,pot plants",47
1841,"onions,other vegetables,whole milk,soups,bottled beer,pot plants",33
1842,"tropical fruit,grapes,oil,canned vegetables,tea,fruit/vegetable juice,snack products",46
1843,"other vegetables,brown bread,soda,canned beer,shopping bags",43
1844,"citrus fruit,rolls/buns,bottled water,red/blush wine,newspapers",24
1845,"canned beer,shopping bags",38
1846,"root vegetables,other vegetables,whole milk,curd,cream cheese ,domestic eggs,misc. beverages,napkins",22
1847,"tropical fruit,pip fruit,whole milk,curd,yogurt,frozen meals",24
1848,butter milk,63
1849,root vegetables,23
1850,"pork,whole milk,margarine",64
1851,"pip fruit,yogurt,ice cream,soda",44
1852,"canned beer,newspapers",34
1853,"tropical fruit,whole milk,butter,brown bread",57
1854,"pork,pip fruit,other vegetables,whole milk,yogurt,frozen fish,flour,sugar,baking powder,long life bakery product,chewing gum",27
1855,"pip fruit,napkins",31
1856,rolls/buns,54
1857,"meat,organic sausage,whole milk,butter,UHT-milk,frozen vegetables,pickled vegetables,cat food,female sanitary products",31
1858,soda,39
1859,root vegetables,39
1860,"root vegetables,red/blush wine",25
1861,"sausage,butter,pastry,canned beer,shopping bags",53
1862,"butter,white wine",42
1863,"sauces,red/blush wine,dish cleaner",54
1864,"beef,citrus fruit,pip fruit,root vegetables,other vegetables,whipped/sour cream,margarine,canned vegetables,cat food,shopping bags",30
1865,"ham,pork,butter milk,sweet spreads,shopping bags",28
1866,"rolls/buns,fruit/vegetable juice",57
1867,"tropical fruit,rolls/buns",35
1868,"sausage,tropical fruit,whole milk,curd,butter milk,whipped/sour cream,rolls/buns,softener,house keeping products",37
1869,"tropical fruit,whole milk,cream cheese ,frozen vegetables,rolls/buns,chocolate,candy,pot plants",35
1870,soda,72
1871,"whole milk,pastry",40
1872,pip fruit,56
1873,whole milk,52
1874,"chicken,beef,whole milk,bottled water,newspapers",41
1875,"root vegetables,other vegetables,whipped/sour cream,canned beer,liquor,shopping bags",58
1876,"rolls/buns,meat spreads",46
1877,"butter,whipped/sour cream,domestic eggs,rolls/buns",41
1878,"tropical fruit,sliced cheese,rolls/buns,napkins,pot plants",18
1879,"sausage,chicken,beef,root vegetables,other vegetables,curd,yogurt,cream cheese ,ice cream,newspapers",29
1880,soda,24
1881,"rolls/buns,bottled water,soda",61
1882,"tropical fruit,pip fruit,root vegetables,other vegetables,dessert,whipped/sour cream,sliced cheese,pastry,shopping bags",53
1883,"tropical fruit,root vegetables,other vegetables,packaged fruit/vegetables,flower (seeds)",18
1884,"UHT-milk,pastry,coffee,red/blush wine,pot plants",25
1885,"root vegetables,other vegetables,domestic eggs,sugar,instant coffee,bottled water,soda,bottled beer,red/blush wine,waffles,specialty chocolate",79
1886,"pip fruit,dessert,rolls/buns,pastry,specialty bar",70
1887,"whole milk,brown bread,newspapers",68
1888,"dessert,zwieback",36
1889,"other vegetables,frozen meals,pasta,canned fish,coffee",58
1890,"pork,hamburger meat,yogurt,cream cheese ,spread cheese,frozen vegetables,pasta,instant coffee,soda,waffles,specialty bar,seasonal products",27
1891,"frankfurter,domestic eggs",22
1892,"whole milk,yogurt,sliced cheese,mayonnaise,rolls/buns,pasta,specialty chocolate",21
1893,"frankfurter,pork,citrus fruit,pip fruit,other vegetables,whipped/sour cream,UHT-milk,salad dressing,frozen potato products,salty snack,newspapers",55
1894,"whipped/sour cream,soda",40
1895,curd,80
1896,"other vegetables,whole milk,frozen potato products,rolls/buns,pasta,instant coffee,soda,fruit/vegetable juice,bottled beer,cake bar,seasonal products",25
1897,"ham,bottled water,soda",50
1898,"whole milk,curd,rolls/buns,pastry,pasta,margarine",24
1899,"whole milk,butter,whipped/sour cream,condensed milk,soft cheese,hard cheese,processed cheese,frozen vegetables,detergent",54
1900,soda,21
1901,margarine,41
1902,pip fruit,61
1903,"other vegetables,packaged fruit/vegetables,frozen dessert,rolls/buns,soda",43
1904,"whole milk,margarine,pot plants",17
1905,"pork,tropical fruit,whole milk,rolls/buns,margarine",55
1906,"sausage,meat,turkey,citrus fruit,tropical fruit,pip fruit,root vegetables,onions,herbs,other vegetables,whole milk,curd,yogurt,whipped/sour cream,soft cheese,cream cheese ,frozen vegetables,brown bread,pastry,semi-finished bread,margarine",77
1907,"curd,yogurt,frozen vegetables",78
1908,canned beer,77
1909,napkins,73
1910,chewing gum,29
1911,ice cream,35
1912,bottled water,53
1913,"liver loaf,pork,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,curd,dessert,yogurt,frozen vegetables,brown bread,semi-finished bread,oil,dog food,fruit/vegetable juice",48
1914,"citrus fruit,tropical fruit,root vegetables,herbs,other vegetables,whole milk,yogurt,bottled water,bottled beer",56
1915,"chicken,citrus fruit,yogurt,whipped/sour cream,spread cheese,margarine,softener",26
1916,"citrus fruit,whole milk,sliced cheese,rolls/buns,pastry,roll products ,coffee,bottled water,soda,bottled beer,canned beer,rum,waffles,chocolate",33
1917,"bottled water,liquor (appetizer),specialty bar",70
1918,"pip fruit,berries,root vegetables,other vegetables,whole milk,whipped/sour cream",18
1919,"whole milk,curd,yogurt,frozen vegetables,margarine,ketchup,cereals,canned fish,soda,cling film/bags",18
1920,"hamburger meat,whole milk,curd,dessert",53
1921,"turkey,hamburger meat,root vegetables,other vegetables,whole milk,yogurt,hard cheese,cereals,long life bakery product,specialty chocolate,candy,hygiene articles",68
1922,"ham,beef,tropical fruit,pip fruit,other vegetables,whole milk,dessert,yogurt,whipped/sour cream,soft cheese,frozen potato products,rolls/buns,soda,long life bakery product,chocolate",19
1923,"citrus fruit,pip fruit,other vegetables,canned vegetables",56
1924,"sausage,other vegetables,dessert,domestic eggs,pastry,napkins",74
1925,yogurt,45
1926,butter,63
1927,"chicken,hamburger meat,whole milk,rolls/buns,flour,margarine,coffee,canned beer,hygiene articles,shopping bags",80
1928,"beverages,rolls/buns,long life bakery product,shopping bags",80
1929,"onions,bottled water,soda,canned beer,chewing gum,male cosmetics,napkins,cling film/bags",53
1930,bottled beer,70
1931,"butter,pastry,semi-finished bread,white wine,detergent",23
1932,"root vegetables,butter,pot plants",26
1933,"sausage,ham,meat,pork,tropical fruit,pip fruit,grapes,other vegetables,whole milk,butter,whipped/sour cream,frozen meals,frozen fish,ice cream,domestic eggs,pastry,soda,syrup,detergent",64
1934,"ham,whole milk,spread cheese,rolls/buns,waffles,newspapers",74
1935,"soda,canned beer",37
1936,"chicken,tropical fruit,whole milk,pastry,soda,long life bakery product,waffles,chocolate",67
1937,"sausage,pip fruit,whole milk,rolls/buns,flour,oil,soda",67
1938,"other vegetables,soda",21
1939,"whole milk,bottled beer",32
1940,root vegetables,59
1941,"chicken,other vegetables,whole milk",57
1942,"tropical fruit,pip fruit,whole milk,curd,yogurt,frozen vegetables,frozen meals,white bread,instant coffee,misc. beverages,bottled beer,hygiene articles",63
1943,"pork,root vegetables,brown bread,soda,bottled beer",50
1944,"tropical fruit,pip fruit,root vegetables,whole milk,yogurt,beverages,domestic eggs,white bread,sweet spreads,soda",57
1945,"chicken,napkins",67
1946,"other vegetables,curd,pastry,Instant food products,salty snack,cake bar,chewing gum,napkins",30
1947,"whipped/sour cream,female sanitary products",55
1948,"whole milk,whipped/sour cream",51
1949,"root vegetables,other vegetables,whole milk,bottled water,bottled beer",76
1950,"sausage,berries,whole milk,yogurt,domestic eggs",55
1951,frozen vegetables,40
1952,"beef,whole milk,butter,rolls/buns,cat food,bottled beer",79
1953,"root vegetables,whole milk,yogurt",18
